,class
17436,e
49592,e
59709,p
19759,p
35417,p
58102,p
4619,e
32180,p
1122,e
3858,p
58428,e
32767,p
59137,p
3151,e
23701,p
34733,p
53838,p
25582,p
27388,p
15216,e
31084,e
26048,p
730,p
22683,p
44446,p
10750,p
32238,p
32297,p
965,p
28942,p
52306,e
33620,e
46715,e
44553,p
14821,e
4893,e
25397,e
33925,p
36368,p
19405,p
21398,e
8166,p
55221,e
39467,p
56710,p
39612,p
41919,p
43358,p
20882,p
1309,e
55835,e
5681,e
18672,p
16062,e
46880,e
7781,p
18212,e
36042,e
31518,e
35831,p
24349,e
18526,p
46220,e
52180,e
2124,p
10362,e
58737,p
17989,e
13793,p
44350,p
12480,e
12459,e
3639,p
52674,e
57095,e
28856,p
22753,p
41557,p
36609,p
99,p
35550,p
38709,p
46557,e
28903,p
51334,e
60412,e
4546,e
47065,p
42513,e
49398,e
26572,p
60025,p
9118,p
37993,p
44514,p
11853,e
42798,e
28259,p
22548,e
22740,p
48940,e
33966,p
12795,p
36579,p
11971,e
13880,p
35857,p
31871,p
6410,e
21036,p
41215,p
34230,p
51262,e
37110,p
31809,p
32280,p
5878,e
22277,e
9400,e
55232,e
9779,p
25542,p
30965,p
23008,p
51027,p
861,p
8329,p
58352,e
33457,p
51180,p
33039,p
12558,e
38376,p
39190,p
48096,p
30500,e
19902,p
4622,e
46925,e
47820,p
29434,p
55419,e
11606,e
55211,e
42372,e
18992,e
40327,p
7412,p
36760,p
18958,e
26655,p
6558,e
51747,e
408,p
31261,e
29829,e
9707,p
55783,e
28891,p
26837,e
36514,p
17845,e
50427,p
55457,e
41808,p
8010,p
36723,p
24973,e
19243,p
32382,p
50565,e
32956,p
52154,e
58039,p
19766,p
33983,p
40101,p
20738,e
55367,e
6078,p
4576,e
34143,p
23475,p
59882,p
11673,e
53530,p
1101,e
47905,p
48026,p
40840,p
43532,e
60309,p
20215,e
15883,p
46868,e
51857,e
18876,e
34960,e
46023,e
1195,e
43601,e
31170,e
22282,e
51486,e
17508,e
47025,p
47111,p
29488,p
35337,p
28667,p
47352,p
55122,e
38508,p
32597,p
7114,p
60773,p
31114,e
38068,p
42401,e
60563,e
41775,p
55026,e
54611,e
34873,p
50383,p
12285,p
55676,e
16301,e
47133,p
10683,p
29241,p
48312,p
37751,p
28414,p
17791,e
30233,p
4868,e
15043,e
53766,p
11477,e
2732,e
11736,e
20810,e
35826,p
34169,p
42693,e
5482,e
3065,e
21714,e
31343,e
5423,e
59146,p
19494,p
34358,p
13592,p
31650,e
53101,e
16066,e
19162,p
36664,p
5718,e
53761,p
43008,e
28031,p
38702,p
17154,p
35110,e
15801,p
52996,e
39472,p
39069,p
34089,p
5304,e
44736,p
54998,e
35840,p
55659,e
41116,p
24506,e
18092,e
33410,p
38839,p
41565,p
53158,e
6617,e
61062,p
26550,p
35601,p
22940,p
42891,e
32132,p
57352,p
17809,e
35594,p
25269,e
10353,e
24130,e
22087,e
32906,p
42615,e
57549,p
22752,p
3538,p
13489,p
20508,e
18544,p
52299,e
54613,e
21733,e
21367,e
56668,p
36590,p
42215,e
8209,p
37585,p
52708,e
31327,e
10017,p
19303,p
1586,p
33507,p
60358,p
12583,e
42773,e
24085,e
5895,e
11191,p
33321,p
26679,p
39470,p
17078,p
51781,e
36085,e
33735,e
39701,p
49982,p
30415,e
8180,p
44821,p
46549,e
25720,p
10657,p
48953,e
14133,e
11628,e
42646,e
33721,e
3959,p
12727,p
58930,p
23775,p
55897,e
34219,p
33971,p
18351,e
55573,e
15979,e
9146,p
13207,p
19337,p
7038,e
6934,e
32914,p
45333,e
34777,p
42774,e
39867,p
56035,e
7266,p
59836,p
1189,e
30821,p
178,p
7343,p
36825,p
28581,p
12406,e
57055,e
5490,e
46682,e
9861,p
59978,p
52382,e
32232,p
40425,p
46106,e
12574,e
25375,e
32246,p
4189,p
19980,p
14295,e
454,p
715,p
41615,p
48686,e
59467,p
8007,p
39277,p
12292,p
41416,p
7576,p
8402,p
60179,p
17758,e
17141,p
47747,p
55179,e
43844,e
11463,e
2980,e
8932,p
57084,e
46532,e
3337,e
60895,p
44116,e
20746,e
32002,p
20695,e
53196,e
25307,e
16386,e
8067,p
41914,p
41312,p
54703,e
19276,p
12717,p
29516,p
18013,e
37450,p
29201,p
30385,e
56518,p
51431,e
35769,p
20155,e
38155,p
43929,e
58724,p
33511,p
18916,e
7589,p
25893,p
10663,p
47847,p
15288,e
9934,p
56613,p
18516,p
29394,p
35324,p
54978,e
16033,e
46908,e
47376,p
20642,e
45182,p
20785,e
43380,p
50210,p
52235,e
7027,e
38991,p
33269,p
13315,p
15461,e
12452,e
23941,p
21342,e
26561,p
15082,e
50454,p
60394,e
17087,p
59114,p
17170,p
4862,e
4641,e
50616,e
4064,p
31271,e
4596,e
56398,p
32260,p
58225,p
13363,p
35956,p
7742,p
17686,e
3753,p
38218,p
13560,p
11105,p
33544,e
43894,e
39138,p
31056,p
47423,p
53221,e
6316,p
29655,e
1878,e
60715,e
11218,p
21047,p
14360,e
3616,p
25164,e
31227,e
6372,e
47790,p
18150,e
29981,e
15086,e
45722,e
43474,e
32837,p
41937,p
41437,p
57763,p
31823,p
16656,e
14065,p
2972,e
52162,e
24747,e
7351,p
37213,p
18253,e
35856,p
35829,p
53581,p
54424,e
11018,p
32962,p
40003,p
52552,e
17065,p
27187,p
32258,p
18613,p
9283,e
14555,e
29037,p
9571,p
40104,p
195,p
57848,p
21655,e
26920,e
16624,e
38178,p
47198,p
12246,p
4802,e
14652,e
7811,p
34771,p
34002,p
44156,p
36094,e
61012,p
27345,p
3248,e
20522,e
14886,e
59386,p
11097,p
45504,e
14761,e
3844,p
19818,p
16013,e
37036,p
38939,p
32120,p
40135,p
23699,p
45974,e
40188,p
50672,e
50954,p
21371,e
49209,e
34963,e
41990,p
47144,p
60183,p
23982,p
44181,p
29129,p
46034,e
3222,e
11065,p
11230,p
25483,p
17572,e
8478,e
51421,e
5947,e
54298,p
17416,e
20831,p
57548,p
32534,p
11769,e
37084,p
4365,e
7529,p
4852,e
32429,p
48916,e
24208,e
8578,e
16023,e
35143,e
40157,p
35266,e
19859,p
30997,p
49876,p
24527,e
27635,p
5473,e
12889,p
32603,p
50868,p
49262,e
10045,p
57424,p
22100,e
45876,e
49034,e
47351,p
11145,p
13701,p
14326,e
33287,p
57908,p
23718,p
22464,e
4509,e
16284,e
43201,p
23578,p
24883,e
37394,p
11687,e
25937,p
58406,e
7625,p
49681,e
4037,p
13633,p
13868,p
23427,p
58247,e
56300,p
19502,p
31042,p
58726,p
8319,p
24585,e
7071,p
10265,e
30319,p
17091,p
31278,e
10148,p
42673,e
48091,p
56940,e
8423,p
9775,p
9239,e
36605,p
32514,p
22038,e
7784,p
54849,e
28032,p
5756,e
60093,p
52343,e
38784,p
22593,p
16202,e
60798,p
7662,p
23669,p
14742,e
43576,e
45453,e
34244,p
55370,e
24276,e
18515,p
29088,p
53652,p
32611,p
39235,p
46972,p
48262,p
16286,e
51564,e
13713,p
25451,p
799,p
39516,p
1659,p
37654,p
57994,p
33293,p
44162,p
54980,e
58140,p
15517,e
25249,e
24769,e
27668,p
41835,p
20248,e
45411,e
29413,p
31194,e
27868,p
15033,e
17459,e
338,p
27722,p
9412,e
37827,p
43961,e
483,p
29517,p
201,p
22892,p
28210,p
44644,p
14147,e
6836,e
9197,e
4729,e
43913,e
3989,p
7590,p
31405,e
44792,p
28185,p
46086,e
49305,e
15153,e
3509,e
38403,p
6280,p
56526,p
54044,p
46747,e
33092,p
18970,e
51555,e
47367,p
16657,e
26242,e
7213,p
38465,p
28557,p
5317,e
11060,p
12663,e
53937,p
50750,e
12566,e
50742,e
19230,p
46473,e
9210,e
53564,p
54783,e
13505,p
2875,e
49778,p
59311,p
8054,p
56522,p
42012,e
41882,p
18120,e
20972,p
16688,e
40265,p
8891,p
29708,e
57754,p
1557,p
9918,p
45039,p
44473,p
45691,e
42375,e
19660,p
45586,e
5584,e
2248,p
34141,p
60150,p
13235,p
14855,e
23030,p
27371,p
34215,p
37034,p
26678,p
58538,e
7409,p
51,p
11015,p
28595,p
45752,e
36660,p
49756,e
37726,p
58679,p
13301,p
17413,e
33281,p
60962,p
23827,p
10704,p
10836,p
1978,e
31324,e
50735,e
48418,e
10758,p
46595,e
5620,e
914,p
57375,p
2062,e
5827,e
6361,e
35060,e
44706,p
20189,e
18428,p
58770,p
22225,e
5089,e
21127,p
543,p
5704,e
15604,p
39695,p
45634,e
58261,e
6287,p
42878,e
42743,e
5232,e
20195,e
35962,p
26401,e
43349,p
15990,e
23961,p
34302,p
427,p
57659,p
12329,p
33625,e
1524,p
31734,e
41995,p
26989,e
49349,e
15939,e
51228,e
17409,e
3241,e
28732,p
57841,p
37000,p
21233,e
43328,p
55690,e
23254,p
43927,e
763,p
53368,p
52921,e
12270,p
6153,p
39030,p
23119,p
31393,e
21165,p
41030,p
30907,p
6444,e
37019,p
31844,p
19354,p
35163,e
59674,p
603,p
18722,e
1341,e
25094,e
4069,p
55270,e
41332,p
6300,p
5751,e
23523,p
16638,e
36224,e
19871,p
59185,p
54054,p
27940,p
37818,p
7373,p
29120,p
44766,p
9045,p
40915,p
12237,p
4982,e
55831,e
30764,p
8618,e
39393,p
21239,e
54304,p
52304,e
3437,e
4838,e
48173,p
59875,p
14068,p
8275,p
14267,e
32272,p
24854,e
21340,e
29448,p
28477,p
4782,e
56687,p
16966,p
7047,e
25897,p
36919,p
15988,e
5982,e
10615,p
39123,p
830,p
28246,p
56844,e
42338,e
884,p
36728,p
58547,e
56002,e
4702,e
15108,e
25653,p
1185,e
39826,p
21256,e
42603,e
15704,p
6886,e
36056,e
27902,p
40772,p
24605,e
43213,p
24032,e
35292,e
9345,e
30245,p
11104,p
59090,p
1816,e
43101,p
50927,p
39452,p
34294,p
56463,p
40141,p
59418,p
22316,e
41168,p
24885,e
29317,p
60586,e
8087,p
45850,e
23786,p
55002,e
3751,p
13247,p
57267,p
56253,p
53595,p
19904,p
10334,e
41571,p
48133,p
3330,e
14088,p
52344,e
5072,e
60308,p
39832,p
50099,p
31586,e
34084,p
12136,p
53448,p
41108,p
47782,p
48604,e
49809,p
39256,p
30882,p
12189,p
41210,p
28270,p
4389,e
208,p
29994,e
22784,p
27523,p
18461,p
1853,e
33200,p
49279,e
11530,e
3413,e
133,p
48338,p
9251,e
30370,e
32270,p
50046,p
23293,p
25387,e
17340,e
18295,e
58110,p
45996,e
47166,p
44765,p
33037,p
9353,e
34924,p
56589,p
6596,e
57995,p
53331,p
36589,p
19288,p
28258,p
49037,e
907,p
6298,p
20925,p
6662,e
16385,e
60558,e
13806,p
57938,p
58050,p
42417,e
13239,p
23920,p
45653,e
54719,e
1949,e
14041,p
17987,e
60745,p
19437,p
32308,p
42392,e
510,p
47436,p
59951,p
13382,p
8200,p
20301,e
4471,e
60590,e
39886,p
52766,e
4492,e
58067,p
33929,p
21063,p
38076,p
49446,e
13320,p
7350,p
4818,e
29864,e
20129,e
30491,e
20052,p
47649,p
40028,p
50422,p
31598,e
42874,e
52177,e
28119,p
17498,e
44438,p
24076,e
49986,p
25056,e
5268,e
50271,p
19567,p
50374,p
57703,p
22786,p
23104,p
6415,e
24593,e
13769,p
17218,p
34578,p
38927,p
34805,p
3430,e
12224,p
55792,e
35074,e
20339,e
8258,p
45306,e
42939,e
34254,p
41397,p
20701,e
33812,e
22512,e
1707,p
15910,e
16616,e
30852,p
27305,p
8898,p
43782,e
41347,p
20016,p
24028,e
7887,p
36656,p
29143,p
31831,p
32264,p
3510,e
15970,e
39324,p
14373,e
7757,p
26370,e
55215,e
50629,e
11282,p
19058,e
44406,p
25742,p
4594,e
19395,p
33926,p
15182,e
16807,e
56651,p
18889,e
12606,e
31132,e
47094,p
13950,p
3146,e
44082,e
43292,p
15276,e
32116,p
8433,p
27423,p
57613,p
15664,p
39015,p
5633,e
24091,e
12674,e
51436,e
29930,e
13324,p
4337,e
29861,e
53483,p
10281,e
46629,e
46669,e
22481,e
13013,p
53208,e
1171,e
8613,e
60368,e
45394,e
25288,e
5178,e
19334,p
47787,p
2025,e
52337,e
30485,e
58008,p
19319,p
22657,p
15289,e
42458,e
14709,e
47976,p
5855,e
17985,e
3536,p
43210,p
1400,e
51118,p
24348,e
26325,e
60851,p
56959,e
3579,p
54139,p
33733,e
4458,e
14493,e
5173,e
19442,p
3234,e
38788,p
25356,e
47069,p
61024,p
21797,e
36286,e
49139,e
38073,p
4968,e
34058,p
46528,e
40290,p
35743,p
7356,p
8285,p
34191,p
303,p
60046,p
16046,e
24644,e
27764,p
11760,e
32872,p
53026,e
40785,p
57824,p
36697,p
7453,p
7031,e
774,p
31395,e
15439,e
14898,e
56969,e
56821,p
54981,e
17829,e
2971,e
4780,e
52935,e
8236,p
34810,p
34922,p
52471,e
59354,p
28619,p
27146,e
17245,p
16436,e
5642,e
25238,e
30283,p
14722,e
55655,e
54567,e
52001,e
38039,p
7075,p
33330,p
28529,p
52999,e
51198,e
9336,e
58167,p
29976,e
717,p
46696,e
59792,p
40059,p
4778,e
23563,p
18690,p
23741,p
16736,e
4746,e
20692,e
25640,p
32427,p
25253,e
33360,p
57389,p
10810,p
38189,p
42460,e
825,p
52525,e
31356,e
33346,p
23060,p
57861,p
48585,e
40649,p
32343,p
26861,e
32778,p
43360,p
26566,p
45826,e
36690,p
23736,p
57227,p
33559,e
9161,p
7220,p
54801,e
47464,p
30310,p
58562,e
60249,p
58237,p
24804,e
48694,e
1611,p
1988,e
32756,p
52052,e
45837,e
3245,e
12654,e
6851,e
42153,e
367,p
58596,e
18742,e
41291,p
4140,p
7984,p
47940,p
22713,p
21551,e
38959,p
42077,e
25747,p
21476,e
52606,e
54987,e
45318,e
40499,p
1246,e
60303,p
31959,p
10169,p
56184,p
48540,e
41543,p
19450,p
50780,e
34677,p
43534,e
52792,e
13830,p
41024,p
27710,p
23058,p
50795,e
18328,e
33801,e
56818,p
54174,p
16582,e
56293,p
24697,e
2535,e
13566,p
60211,p
19961,p
13759,p
15358,e
54702,e
37015,p
19599,p
5221,e
32193,p
55673,e
50472,p
60824,p
52496,e
52798,e
36304,e
36005,p
5192,e
27356,p
5627,e
24446,e
11302,e
35862,p
45968,e
9811,p
59959,p
11462,e
35095,e
27606,p
57285,p
28813,p
9247,e
21711,e
42437,e
16898,e
41112,p
20039,p
13359,p
32530,p
53683,p
32492,p
6580,e
48301,p
26699,p
3231,e
17495,e
52313,e
51239,e
54004,p
47757,p
23754,p
22201,e
59220,p
26596,p
33758,e
13130,p
44128,p
46643,e
58603,p
58303,e
20829,p
53876,p
42379,e
49590,e
53418,p
56385,p
24115,e
4696,e
23610,p
18172,e
50526,e
2888,e
999,p
1190,e
41436,p
28838,p
46701,e
40214,p
34490,p
44423,p
49632,e
34539,p
39781,p
16359,e
19870,p
52599,e
14381,e
15629,p
35910,p
5725,e
15843,p
60305,p
8080,p
43848,e
32447,p
30005,p
6550,e
50738,e
42682,e
19207,p
52460,e
58399,e
53060,e
4419,e
45379,e
29936,e
46782,e
43446,e
31291,e
6088,p
33568,e
46493,e
25767,p
27271,p
14460,e
34273,p
2429,p
28930,p
30897,p
41741,p
54216,p
52987,e
22888,p
26437,e
5672,e
19979,p
40022,p
49177,e
51708,e
9983,p
29591,p
37699,p
60347,p
23199,p
7262,p
7009,e
34225,p
33132,p
20416,e
19537,p
56812,p
37220,p
52697,e
48477,e
33390,p
5226,e
22414,e
43145,p
8033,p
26835,e
26273,e
32879,p
35678,p
52193,e
59505,p
57961,p
37375,p
14988,e
27387,p
14452,e
52339,e
26852,e
61020,p
51453,e
16478,e
54820,e
34391,p
14270,e
60475,e
37039,p
20144,e
18282,e
58319,e
32306,p
18994,e
41534,p
32151,p
22420,e
55318,e
29630,p
50133,p
55710,e
27026,e
15677,p
37889,p
38708,p
43401,p
859,p
49118,e
37825,p
22041,e
11151,p
14741,e
23515,p
56454,p
5342,e
14726,e
8378,p
8904,p
30498,e
53150,e
14292,e
48315,p
25488,p
16233,e
57777,p
27460,p
27945,p
15690,p
17067,p
25316,e
51399,e
37357,p
47480,p
37367,p
1675,p
53856,p
39770,p
18618,p
42069,e
47458,p
252,p
35145,e
14577,e
7489,p
31453,e
26447,e
16151,e
5497,e
5595,e
12185,p
10098,p
50823,e
46410,e
27266,p
17194,p
50878,p
19380,p
57734,p
40428,p
40316,p
25293,e
17047,p
24907,e
44820,p
5395,e
51095,p
43716,e
18459,p
60554,e
51929,e
47843,p
20575,e
26543,p
60622,e
18300,e
57449,p
17088,p
49312,e
6495,e
16704,e
54412,e
58525,e
48712,e
25881,p
35281,e
46697,e
25201,e
33086,p
49828,p
38825,p
57066,e
36173,e
4972,e
24441,e
54007,p
54635,e
18874,e
15169,e
45671,e
43111,p
52824,e
40625,p
49660,e
36103,e
55082,e
38492,p
27559,p
27987,p
32221,p
6142,p
50307,p
33810,e
10361,e
55778,e
24043,e
51905,e
30860,p
16604,e
34204,p
24801,e
49563,e
36105,e
35029,e
41159,p
45476,e
24812,e
47634,p
17441,e
7858,p
964,p
7888,p
6688,e
40093,p
55436,e
25763,p
23755,p
14996,e
3696,p
42292,e
9965,p
14349,e
35072,e
24628,e
3154,e
8755,e
50847,p
30497,e
43729,e
59454,p
24079,e
24639,e
22061,e
9666,p
20407,e
15572,p
14863,e
5960,e
46164,e
38971,p
19862,p
21872,e
44836,p
40576,p
9960,p
35973,p
7539,p
9842,p
9545,p
17053,p
54946,e
33599,e
401,p
53503,p
7557,p
57361,p
26104,p
17101,p
29668,e
53067,e
12243,p
33379,p
33259,p
23247,p
36028,e
27444,p
42030,e
56498,p
52712,e
15781,p
54683,e
28917,p
28268,p
11875,e
13594,p
44564,p
12429,e
27529,p
41982,p
44858,p
58051,p
35688,p
24026,e
25187,e
25213,e
35516,p
34891,p
19679,p
10823,p
31121,e
60283,p
32889,p
52862,e
43676,e
23220,p
49189,e
45847,e
15506,e
32003,p
9270,e
43444,e
60717,p
23321,p
9990,p
2327,p
23064,p
25659,p
57233,p
37267,p
47211,p
48991,e
17566,e
48668,e
15303,e
23379,p
20492,e
4687,e
29450,p
38239,p
47771,p
15588,p
28858,p
41646,p
50906,p
51437,e
57804,p
53341,p
16051,e
36338,e
11079,p
17775,e
22156,e
58204,p
46079,e
33537,e
42870,e
28260,p
26512,p
49747,e
60219,p
6024,p
39101,p
53802,p
57292,p
56896,e
40926,p
26531,p
35855,p
46899,e
50693,e
12080,p
55304,e
24647,e
14047,p
38010,p
54493,e
6771,e
38196,p
51675,e
51496,e
49484,e
29165,p
44488,p
46075,e
35232,e
32729,p
28327,p
35437,p
41,p
22674,p
8589,e
32156,p
43531,e
203,p
4616,e
27655,p
28671,p
58049,p
5164,e
17208,p
48658,e
58618,p
30737,p
1869,e
22296,e
96,p
34258,p
29273,p
15394,e
50445,p
47009,p
28106,p
42332,e
3067,e
19665,p
18287,e
10545,e
15956,e
49630,e
37158,p
22903,p
30261,p
27378,p
59007,p
22484,e
55371,e
58774,p
55434,e
29268,p
50679,e
14774,e
45694,e
11557,e
15652,p
24794,e
55547,e
23455,p
19261,p
21693,e
17024,p
44376,p
47632,p
52750,e
48807,e
31267,e
3263,e
41730,p
52696,e
43663,e
44373,p
33135,p
43470,e
52018,e
48431,e
36978,p
41529,p
29794,e
50260,p
27623,p
13391,p
10259,e
48010,p
32592,p
12393,e
53041,e
57589,p
27368,p
7352,p
10365,e
49995,p
14197,e
58479,e
46958,p
44937,p
56874,e
18118,e
12588,e
44025,e
12689,e
43418,p
10144,p
40001,p
51033,p
5527,e
11082,p
40941,p
48612,e
15209,e
42980,e
1074,e
54367,e
58033,p
59848,p
29010,p
13330,p
36703,p
684,p
19522,p
16137,e
12705,e
16958,p
51837,e
59389,p
51002,p
6589,e
21670,e
33741,e
29844,e
43851,e
17144,p
45067,p
46582,e
2760,e
50791,e
41545,p
16039,e
56328,p
3103,e
12961,p
21531,e
36599,p
3819,p
15937,e
53872,p
20985,p
54665,e
31997,p
21831,e
22769,p
41779,p
30311,p
4257,e
25678,p
46820,e
864,p
53753,p
9814,p
2577,e
20663,e
30939,p
7123,p
28709,p
27525,p
45326,e
24164,e
34107,p
18241,e
58490,e
12130,p
35849,p
1655,p
18605,p
17545,e
51587,e
42627,e
37494,p
5135,e
53014,e
54000,p
25454,p
42448,e
46490,e
18227,e
9984,p
11167,p
49187,e
21852,e
58082,p
48287,p
51369,e
42534,e
32841,p
46128,e
55287,e
35173,e
12279,p
31454,e
11440,e
42990,e
12245,p
26305,e
55936,e
23390,p
59123,p
26283,e
48329,p
21258,e
44523,p
32026,p
55922,e
9053,p
43825,e
58382,e
50404,p
26113,p
58015,p
44531,p
53962,p
8238,p
2176,p
54904,e
10859,p
51347,e
15309,e
41465,p
18718,e
40294,p
56260,p
34800,p
8901,p
31116,e
59304,p
24701,e
51771,e
40217,p
19025,e
34579,p
43813,e
17190,p
11505,e
30458,e
6724,e
46843,e
26116,p
25867,p
46153,e
46129,e
27518,p
43484,e
30226,p
25922,p
22617,p
4107,p
29252,p
11373,e
38613,p
52967,e
1182,e
35299,e
52844,e
12808,p
59552,p
29803,e
7392,p
54799,e
42334,e
24574,e
30178,p
13864,p
33381,p
1937,e
7641,p
2891,e
9549,p
15469,e
41602,p
57751,p
33642,e
38554,p
47739,p
26296,e
18138,e
54661,e
29540,p
36421,p
17708,e
53599,p
14220,e
18235,e
44726,p
33071,p
59417,p
31954,p
28294,p
51653,e
24573,e
11774,e
4100,p
3200,e
4960,e
50331,p
30877,p
40653,p
19321,p
43707,e
38427,p
35484,p
41739,p
34916,p
21504,e
37985,p
44134,p
35629,p
2600,e
27256,p
7723,p
57246,p
41971,p
25672,p
57561,p
39560,p
16941,e
31053,p
39457,p
14457,e
34478,p
56044,e
55246,e
39733,p
15711,p
1245,e
46233,e
10366,e
21462,e
3998,p
35783,p
15730,p
7584,p
13970,p
57147,e
32070,p
2390,p
50470,p
12056,p
29642,p
52409,e
37657,p
3762,p
48159,p
33128,p
6600,e
27870,p
52891,e
60441,e
25130,e
20710,e
9562,p
59961,p
41879,p
51641,e
42826,e
2873,e
19617,p
37697,p
40642,p
13770,p
40204,p
39750,p
25098,e
3883,p
41155,p
11982,e
9650,p
37058,p
60040,p
56138,p
7097,p
326,p
27377,p
1501,p
37568,p
16423,e
36720,p
57511,p
46548,e
56691,p
37534,p
12687,e
41476,p
39012,p
19414,p
30988,p
21891,e
43374,p
53225,e
29275,p
47114,p
3176,e
1761,p
56788,p
7181,p
8794,e
13923,p
43874,e
17609,e
11685,e
51412,e
60619,e
59175,p
1887,e
53217,e
49507,e
40012,p
43339,p
10100,p
36938,p
13224,p
52131,e
21740,e
8557,e
37907,p
22,p
19544,p
18798,e
1417,p
13046,p
33461,p
15350,e
47896,p
19129,p
13635,p
6824,e
44557,p
20783,e
33973,p
21948,e
11967,e
52584,e
32607,p
24192,e
36887,p
26343,e
5452,e
15337,e
48994,e
13790,p
52292,e
26617,p
40065,p
13265,p
6051,p
207,p
60252,p
20750,e
29710,e
54138,p
37273,p
31521,e
14897,e
50228,p
49885,p
3122,e
32507,p
23440,p
20481,e
42148,e
27918,p
10061,p
1078,e
15969,e
33133,p
55721,e
25302,e
12901,p
34646,p
36179,e
1609,p
41130,p
4613,e
28445,p
54255,p
7871,p
38261,p
1606,p
19446,p
56304,p
9306,e
6738,e
12355,e
39060,p
17757,e
13905,p
51349,e
54912,e
6496,e
19837,p
26012,p
45193,e
26153,e
59088,p
56863,e
1157,e
9975,p
460,p
27410,p
46819,e
49409,e
59360,p
31872,p
8196,p
28466,p
46391,e
50241,p
11802,e
37418,p
45840,e
11178,p
39385,p
50799,e
1353,e
23675,p
47660,p
45412,e
18445,p
23971,p
59170,p
32720,p
27678,p
40977,p
49092,e
46556,e
44809,p
18862,e
52835,e
34972,e
6484,e
30419,e
51067,p
46730,e
36249,e
1884,e
18341,e
53257,e
3918,p
26276,e
52236,e
25005,e
36452,p
37669,p
35785,p
48363,e
35597,p
9754,p
42470,e
27994,p
15678,p
42266,e
43571,e
45199,e
5442,e
1060,e
22621,p
49385,e
22199,e
56259,p
24355,e
10954,p
15813,p
38854,p
25022,e
13195,p
26080,p
44457,p
47475,p
53260,e
55455,e
16788,e
19931,p
10964,p
27947,p
53710,p
3124,e
53904,p
25859,p
28851,p
2531,e
50915,p
3964,p
53919,p
53031,e
28126,p
60683,e
13122,p
58086,p
33787,e
6797,e
40177,p
6645,e
9943,p
22691,p
6621,e
14396,e
48215,p
35598,p
40802,p
19584,p
12917,p
29532,p
22899,p
31457,e
18977,e
43140,p
8825,p
8959,p
60522,e
17358,e
511,p
30263,p
8998,p
12582,e
55743,e
6564,e
11936,e
16623,e
60980,p
57144,e
48115,p
31355,e
32874,p
9813,p
59131,p
29014,p
57220,p
16124,e
32659,p
35817,p
25877,p
25473,p
32266,p
14799,e
3255,e
10841,p
28219,p
19294,p
7460,p
8764,e
6432,e
5559,e
41868,p
45470,e
58144,p
7937,p
59468,p
20742,e
13283,p
34674,p
43711,e
28066,p
59616,p
9689,p
18255,e
8064,p
35081,e
20292,e
49196,e
49866,p
52395,e
11370,e
55953,e
39537,p
55712,e
28036,p
26692,p
12180,p
3215,e
59187,p
78,p
22456,e
49043,e
9409,e
51350,e
50696,e
27907,p
27259,p
59716,p
46636,e
34858,p
53238,e
19106,p
35426,p
40592,p
26383,e
55442,e
59807,p
43600,e
38284,p
33692,e
26687,p
24354,e
19086,p
54832,e
20547,e
54494,e
55342,e
38398,p
17296,p
8468,p
60377,e
15656,p
109,p
11080,p
48185,p
50071,p
929,p
15175,e
40441,p
60615,e
27024,e
39334,p
43757,e
6860,e
44560,p
42399,e
7985,p
44027,e
913,p
3859,p
34436,p
37319,p
59859,p
19070,p
45529,e
37468,p
28513,p
44851,p
33232,p
3029,e
4071,p
23105,p
24536,e
47512,p
8568,e
41714,p
41169,p
12593,e
26467,e
31963,p
14112,p
19083,p
49074,e
9771,p
28640,p
57090,e
9618,p
40408,p
33288,p
49146,e
1278,e
24669,e
48637,e
52581,e
308,p
53769,p
23112,p
9456,e
1100,e
14325,e
38651,p
59924,p
31758,e
53615,p
16543,e
1601,p
52880,e
50835,p
18820,e
39103,p
45884,e
24038,e
34239,p
1453,p
49210,e
54153,p
7504,p
5892,e
37412,p
12177,p
6279,p
45268,e
18274,e
47207,p
4779,e
58565,e
24119,e
25846,p
32770,p
886,p
3522,e
26457,e
17225,p
34257,p
43818,e
37138,p
33286,p
46382,e
23803,p
10571,e
21246,e
34010,p
26951,e
58340,e
27824,p
55499,e
42944,e
620,p
51084,p
54694,e
34562,p
53267,e
60224,p
59723,p
16715,e
32721,p
44987,p
20173,e
10121,p
26792,p
50869,p
9837,p
7562,p
21694,e
3594,p
28675,p
25809,p
40661,p
60741,p
18565,p
28298,p
52892,e
23050,p
46927,e
32897,p
19176,p
55142,e
29256,p
18959,e
40453,p
37339,p
34799,p
3707,p
58475,e
54776,e
51245,e
12770,p
31335,e
33744,e
6069,p
26405,e
6749,e
10539,e
27282,p
20639,e
31924,p
8060,p
33518,p
46894,e
28968,p
16298,e
37715,p
26953,e
34331,p
9012,p
58196,p
45517,e
29617,p
56491,p
6010,p
11648,e
44800,p
47596,p
48372,e
16850,e
5241,e
21468,e
22145,e
60335,p
44135,p
44208,p
11357,e
44345,p
8974,p
34566,p
30207,p
2286,p
8264,p
39546,p
8184,p
50108,p
39928,p
44908,p
47430,p
42600,e
20598,e
58305,e
53481,p
2013,e
43365,p
36020,e
21311,e
52117,e
53281,e
33759,e
53440,p
572,p
16753,e
55805,e
51323,e
60562,e
25776,p
18043,e
51187,e
30971,p
8025,p
60301,p
9950,p
43965,e
41324,p
59073,p
53396,p
48841,e
49574,e
19764,p
51388,e
36165,e
38516,p
